CMS_id,report,title,journal,date,CTG,category,inspire_id,abstract,keywords,doi,MA_topics
24,BPH-11-026,Observation of a peaking structure in the $ \mathrm{J}/\psi\phi$ mass spectrum from $ \mathrm{ B }^\pm \to \mathrm{J}/\psi \phi \mathrm{K}^\pm$ decays,PLB 734 (2014) 261-281,2013-09-26,BPH,B Physics and Quarkonia,1255647,"A peaking structure in the J/ψϕ mass spectrum near threshold is observed in B±→J/ψϕK± decays, produced in pp collisions at s=7 TeV collected with the CMS detector at the LHC. The data sample, selected on the basis of the dimuon decay mode of the J/ψ , corresponds to an integrated luminosity of 5.2 fb −1 . Fitting the structure to an S -wave relativistic Breit–Wigner lineshape above a three-body phase-space nonresonant component gives a signal statistical significance exceeding five standard deviations. The fitted mass and width values are m=4148.0±2.4(stat.)±6.3(syst.)MeV and Γ=28−11+15(stat.)±19(syst.)MeV , respectively. Evidence for an additional peaking structure at higher J/ψϕ mass is also reported.","['J/psi(3100): leptonic decay', 'dimuon: final state', 'p p: scattering', 'mass spectrum: (J/psi(3100) Phi(1020))', 'CERN LHC Coll', 'resonance: Breit-Wigner', 'CMS', 'B: hadronic decay', 'mass enhancement', 'resonance: width', 'track data analysis: vertex', 'experimental results', 'B+ --> J/psi(3100) Phi(1020) K+', 'J/psi(3100) --> muon+ muon-', 'Phi(1020) --> K+ K-', '7000 GeV-cms']",10.1016/j.physletb.2014.05.055,"['Particle physics', 'Quantum chromodynamics', 'Physics', 'Luminosity', 'Nuclear physics', 'Meson', 'Inverse', 'Mass enhancement', 'Near threshold', 'Mass spectrum', 'Large Hadron Collider']"
23,BPH-11-016,Search for a new bottomonium state decaying to $\Upsilon(1S)\pi^+ \pi^-$ in pp collisions at $\sqrt{s}$ = 8 TeV,PLB 727 (2013) 57,2013-09-01,BPH,B Physics and Quarkonia,1252068,"The results of a search for the bottomonium counterpart, denoted as Xb , of the exotic charmonium state X(3872) is presented. The analysis is based on a sample of pp collisions at s=8 TeV collected by the CMS experiment at the LHC, corresponding to an integrated luminosity of 20.7 fb −1 . The search looks for the exclusive decay channel Xb→ϒ(1S)π+π− followed by ϒ(1S)→μ+μ− . No evidence for an Xb signal is observed. Upper limits are set at the 95% confidence level on the ratio of the inclusive production cross sections times the branching fractions to ϒ(1S)π+π− of the Xb and the ϒ(2S) . The upper limits on the ratio are in the range 0.9–5.4% for Xb masses between 10 and 11 GeV. These are the first upper limits on the production of a possible Xb at a hadron collider.","['p p: scattering', 'mass spectrum: (Upsilon(9460) pi+ pi-)', 'bottomonium', 'inclusive production', 'channel cross section: branching ratio: upper limit', 'CERN LHC Coll', 'CMS', 'postulated particle: X/b', 'X/b: mass', 'X/b: hadronic decay', 'experimental results', 'X/b --> Upsilon(9460) pi+ pi-', 'Upsilon(9460) --> muon+ muon-', '8000 GeV-cms']",10.1016/j.physletb.2013.10.016,
22,BPH-11-009,Angular analysis and branching fraction measurement of the decay $ \mathrm{B}^0 \to \mathrm{K}^{*0} \mu^+\mu^-$,PLB 727 (2013) 77-100,2013-08-15,BPH,B Physics and Quarkonia,1247976,"The angular distributions and the differential branching fraction of the decay B0→K⁎(892)0μ+μ− are studied using a data sample corresponding to an integrated luminosity of 5.2 fb−1 collected with the CMS detector at the LHC in pp collisions at s=7 TeV . From more than 400 signal decays, the forward–backward asymmetry of the muons, the K⁎(892)0 longitudinal polarization fraction, and the differential branching fraction are determined as a function of the square of the dimuon invariant mass. The measurements are in good agreement with standard model predictions.","['B0: semileptonic decay', 'angular distribution: asymmetry', 'polarization: longitudinal', 'muon: angular distribution', 'p p: scattering', 'B0: branching ratio', 'K*(892)0: polarization', 'CERN LHC Coll', 'dimuon: mass spectrum', 'CMS', 'experimental results', 'B0 --> K*(892)0 muon+ muon-', '7000 GeV-cms']",10.1016/j.physletb.2013.10.017,
21,BPH-13-003,Measurement of the prompt $ \mathrm{J}/\psi $ and $ \psi \mathrm{ (2S) } $ polarizations in pp collisions at $ \sqrt{s} $ = 7 TeV,PLB 727 (2013) 381,2013-07-23,BPH,B Physics and Quarkonia,1244128,"The polarizations of prompt J/ψ and ψ(2S) mesons are measured in proton–proton collisions at s=7 TeV , using a dimuon data sample collected by the CMS experiment at the LHC, corresponding to an integrated luminosity of 4.9 fb −1 . The prompt J/ψ and ψ(2S) polarization parameters λϑ , λφ , and λϑφ , as well as the frame-invariant quantity λ˜ , are measured from the dimuon decay angular distributions in three different polarization frames. The J/ψ results are obtained in the transverse momentum range 14<pT<70 GeV , in the rapidity intervals |y|<0.6 and 0.6<|y|<1.2 . The corresponding ψ(2S) results cover 14<pT<50 GeV and include a third rapidity bin, 1.2<|y|<1.5 . No evidence of large polarizations is seen in these kinematic regions, which extend much beyond those previously explored.","['psi(3685): polarization', 'p p: scattering', 'decay: angular distribution', 'dimuon: final state', 'J/psi(3100): polarization', 'rapidity dependence', 'transverse momentum dependence', 'CERN LHC Coll', 'psi mesons: direct production', 'CMS', 'experimental results', 'tables', '7000 GeV-cms']",10.1016/j.physletb.2013.10.055,
20,BPH-13-004,Measurement of the $ \mathrm{B_s^0 } \to \mu^+ \mu^-$ branching fraction and search for $\mathrm{B}^0 \to \mu^+ \mu^-$ with the CMS Experiment,PRL 111 (2013) 101804,2013-07-19,BPH,B Physics and Quarkonia,1243425,"Results are presented from a search for the rare decays Bs0→μ+μ- and B0→μ+μ- in pp collisions at s=7 and 8 TeV, with data samples corresponding to integrated luminosities of 5 and 20  fb-1, respectively, collected by the CMS experiment at the LHC. An unbinned maximum-likelihood fit to the dimuon invariant mass distribution gives a branching fraction B(Bs0→μ+μ-)=(3.0-0.9+1.0)×10-9, where the uncertainty includes both statistical and systematic contributions. An excess of Bs0→μ+μ- events with respect to background is observed with a significance of 4.3 standard deviations. For the decay B0→μ+μ- an upper limit of B(B0→μ+μ-)<1.1×10-9 at the 95% confidence level is determined. Both results are in agreement with the expectations from the standard model.","['B0: branching ratio: upper limit', 'B/s0: rare decay', 'B0: rare decay', 'p p: scattering', 'CMS', 'CERN LHC Coll', 'dimuon: mass spectrum', 'B/s0: branching ratio: measured', 'experimental results', 'B0 --> muon+ muon-', 'B/s0 --> muon+ muon-', '7000: 8000 GeV-cms']",10.1103/PhysRevLett.111.101804,
19,BPH-11-013,Measurement of the $\Lambda_b^0$ lifetime in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 07 (2013) 163,2013-04-28,BPH,B Physics and Quarkonia,1230936,"A measurement of the $\Lambda_b^{0}$ lifetime using the decay $\Lambda_b^{0} \to J/\psi \Lambda$ in proton-proton collisions at $\sqrt{s}$=7 TeV is presented. The data set, corresponding to an integrated luminosity of about 5 inverse femtobarns, was recorded with the CMS experiment at the Large Hadron Collider using triggers that selected dimuon events in the J/$\psi$ mass region. The $\Lambda_b^{0}$ lifetime is measured to be 1.503 +/- 0.052 (stat.) +/- 0.031 (syst.) ps.","['p p: scattering', 'Lambda/b0: hadronic decay', 'Lambda/b0: lifetime: measured', 'J/psi(3100): leptonic decay', 'CERN LHC Coll', 'dimuon: trigger', 'CMS', 'experimental results', 'Lambda/b0 --> J/psi(3100) Lambda', 'J/psi(3100) --> muon+ muon-', 'Lambda --> p pi-', '7000 GeV-cms']",10.1007/JHEP07(2013)163,
18,BPH-11-001,"Measurement of the $\Upsilon ( 1S ) $ , $\Upsilon (2S) $, and $\Upsilon (3S) $ cross sections in pp collisions at $\sqrt{s}$ = 7 TeV",PLB 727 (2013) 101,2013-03-24,BPH,B Physics and Quarkonia,1225274,"The ϒ(1S) , ϒ(2S) , and ϒ(3S) production cross sections are measured using a data sample corresponding to an integrated luminosity of 35.8±1.4 pb−1 of proton–proton collisions at s=7 TeV , collected with the CMS detector at the LHC. The ϒ resonances are identified through their decays to dimuons. Integrated over the ϒ transverse momentum range pTϒ<50 GeV/c and rapidity range |yϒ|<2.4 , and assuming unpolarized ϒ production, the products of the ϒ production cross sections and dimuon branching fractions are σ(pp→ϒ(1S)X)⋅B(ϒ(1S)→μ+μ−)=(8.55±0.05−0.50+0.56±0.34)nb, σ(pp→ϒ(2S)X)⋅B(ϒ(2S)→μ+μ−)=(2.21±0.03−0.14+0.16±0.09)nb, σ(pp→ϒ(3S)X)⋅B(ϒ(3S)→μ+μ−)=(1.11±0.02−0.08+0.10±0.04)nb, where the first uncertainty is statistical, the second is systematic, and the third is from the uncertainty in the integrated luminosity. The differential cross sections in bins of transverse momentum and rapidity, and the cross section ratios are presented. Cross section measurements performed within a restricted muon kinematic range and not corrected for acceptance are also provided. These latter measurements are independent of ϒ polarization assumptions. The results are compared to theoretical predictions and previous measurements.","['p p: scattering', 'cross section: ratio', 'dimuon: final state', 'transverse momentum', 'Upsilon(10355): hadroproduction', 'Upsilon(10020): hadroproduction', 'Upsilon(9460): hadroproduction', 'upsilon mesons: leptonic decay', 'rapidity dependence', 'differential cross section: measured', 'CERN LHC Coll', 'CMS', 'channel cross section: branching ratio: measured', 'transverse momentum dependence', 'experimental results', 'p p --> upsilon mesons anything', 'upsilon mesons --> muon+ muon-', '7000 GeV-cms']",10.1016/j.physletb.2013.10.033,
17,BPH-11-011,Measurement of the X(3872) production cross section via decays to $ \mathrm{J}/\psi \pi^+ \pi^-$ in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 04 (2013) 154,2013-02-16,BPH,B Physics and Quarkonia,1219950,"The production of the X(3872) is studied in pp collisions at sqrt(s) = 7 TeV, using decays to J/psi pi pi, where the J/psi decays to two muons. The data were recorded by the CMS experiment and correspond to an integrated luminosity of 4.8 inverse femtobarns. The measurements are performed in a kinematic range in which the X(3872) candidates have a transverse momentum 10 < pt < 50 GeV and rapidity abs(y) < 1.2. The ratio of the X(3872) and psi(2S) cross sections times their branching fractions into J/psi pi pi is measured as a function of pt. In addition, the fraction of X(3872) originating from B decays is determined. From these measurements the prompt X(3872) differential cross section times branching fraction as a function of pt is extracted. The pi pi mass spectrum of the J/psi pi pi system in the X(3872) decays is also investigated.","['X(3872): hadroproduction', 'X(3872): direct production', 'p p: scattering', 'X(3872): hadronic decay', 'J/psi(3100): leptonic decay', 'mass spectrum: (J/psi(3100) pi+ pi-)', 'mass spectrum: two-photon', 'B: decay', 'differential cross section', 'branching ratio', 'transverse momentum dependence', 'psi(3685): hadronic decay', 'rho(770)0: intermediate state', 'CMS', 'experimental results', 'CERN LHC Coll', 'X(3872) --> J/psi(3100) pi+ pi-', 'psi(3685) --> J/psi(3100) pi+ pi-', 'J/psi(3100) --> muon+ muon-', '7000 GeV-cms']",10.1007/JHEP04(2013)154,
16,BPH-11-010,Measurement of the relative prompt production rate of $\chi_{c2}$ and $\chi_{c1}$ in pp collisions at $\sqrt{s}$ = 7 TeV,EPJC 72 (2012) 2251,2012-10-03,BPH,B Physics and Quarkonia,1189050,"A measurement is presented of the relative prompt production rate of chi(c2) and chi(c1) with 4.6 inverse femtobarns of data collected by the CMS experiment at the LHC in pp collisions at sqrt(s) = 7 TeV. The two states are measured via their radiative decays chi(c) to J/psi + gamma, with the photon converting into a dielectron pair for J/psi rapidity abs(y(J/psi)) < 1.0 and photon transverse momentum pt(gamma) > 0.5 GeV. The measurement is given for six intervals of pt(J/psi) between 7 and 25 GeV. The results are compared to theoretical predictions.","['p p: scattering', 'chi mesons: radiative decay', 'channel cross section: ratio: measured', 'CMS', 'chi/c1(3510): direct production', 'chi/c2(3555): direct production', 'channel cross section: branching ratio', 'J/psi(3100): transverse momentum', 'transverse momentum: dependence', 'chi mesons: polarization', 'experimental results', 'CERN LHC Coll', 'p p --> chi mesons anything', 'chi/c1(3510) --> J/psi(3100) photon', 'chi/c2(3555) --> J/psi(3100) photon', '7000 GeV-cms']",10.1140/epjc/s10052-012-2251-3,
15,BPH-11-023,"Measurement of the $\Upsilon (1S)$, $\Upsilon (2S) $ and $\Upsilon (3S) $ polarizations in pp collisions at $\sqrt{s}$ = 7 TeV",PRL 110 (2013) 081802,2012-09-14,BPH,B Physics and Quarkonia,1185414,"The polarizations of the Υ(1S), Υ(2S), and Υ(3S) mesons are measured in proton-proton collisions at s=7  TeV, using a data sample of Υ(nS)→μ+μ- decays collected by the CMS experiment, corresponding to an integrated luminosity of 4.9  fb-1. The dimuon decay angular distributions are analyzed in three different polarization frames. The polarization parameters λϑ, λφ, and λϑφ, as well as the frame-invariant quantity λ˜, are presented as a function of the Υ(nS) transverse momentum between 10 and 50 GeV, in the rapidity ranges |y|<0.6 and 0.6<|y|<1.2. No evidence of large transverse or longitudinal polarizations is seen in the explored kinematic region.","['upsilon mesons: hadroproduction', 'p p: scattering', 'polarization: measured', 'decay: angular distribution', 'muon: pair production', 'transverse momentum: dependence', 'CMS', 'upsilon mesons: leptonic decay', 'Upsilon(9460): polarization', 'Upsilon(10020): polarization', 'Upsilon(10355): polarization', 'rapidity dependence', 'experimental results', 'CERN LHC Coll']",10.1103/PhysRevLett.110.081802,
14,BPH-11-007,Measurement of the $\Lambda_b$ cross section and the $\overline{\Lambda}_b$ to $\Lambda_b$ ratio with J/$\psi\Lambda$ decays in pp collisions at $\sqrt{s}$ = 7 TeV,PLB 714 (2012) 136-157,2012-05-04,BPH,B Physics and Quarkonia,1113442,"The Λb differential production cross section and the cross section ratio σ(Λ¯b)/σ(Λb) are measured as functions of transverse momentum pTΛb and rapidity |yΛb| in pp collisions at s=7 TeV using data collected by the CMS experiment at the LHC. The measurements are based on Λb decays reconstructed in the exclusive final state J/ψΛ , with the subsequent decays J/ψ→μ+μ− and Λ→pπ , using a data sample corresponding to an integrated luminosity of 1.9 fb−1 . The product σ(Λb)×B(Λb→J/ψΛ) versus pTΛb falls faster than that of b mesons. The measured value of σ(Λb)×B(Λb→J/ψΛ) for pTΛb>10 GeV and |yΛb|<2.0 is 1.16±0.06±0.12 nb , and the integrated σ(Λ¯b)/σ(Λb) ratio is 1.02±0.07±0.09 , where the uncertainties are statistical and systematic, respectively.","['Lambda/b0: hadroproduction', 'channel cross section: ratio', 'p p: scattering', 'Lambda/b0: hadronic decay', 'J/psi(3100): leptonic decay', 'CMS', 'experimental results', 'CERN LHC Coll', 'Antilambda/b0: hadroproduction', 'differential cross section', 'branching ratio: measured', 'transverse momentum: dependence', 'rapidity dependence', 'channel cross section: branching ratio', 'p p --> Lambda/b0 anything', 'Lambda/b0 --> J/psi(3100) Lambda', 'J/psi(3100) --> muon+ muon-', '7000 GeV-cms']",10.1016/j.physletb.2012.05.063,
13,BPH-12-001,Observation of a New $\Xi_{b}$ Baryon,PRL 108 (2012) 252002,2012-04-27,BPH,B Physics and Quarkonia,1112562,"The first observation of a new b baryon via its strong decay into Xi(b)^- pi^+ (plus charge conjugates) is reported. The measurement uses a data sample of pp collisions at sqrt(s) = 7 TeV collected by the CMS experiment at the LHC, corresponding to an integrated luminosity of 5.3 inverse femtobarns. The known Xi(b)^- baryon is reconstructed via the decay chain Xi(b)^- to J/psi Xi^- to mu^+ mu^- Lambda^0 pi^-, with Lambda^0 to p pi^-. A peak is observed in the distribution of the difference between the mass of the Xi(b)^- pi^+ system and the sum of the masses of the Xi(b)^- and pi^+, with a significance exceeding five standard deviations. The mass difference of the peak is 14.84 +/- 0.74 (stat.) +/- 0.28 (syst.) MeV. The new state most likely corresponds to the J^P=3/2^+ companion of the Xi(b).","['Xi/b0: excited state', 'mass spectrum: mass difference', 'CMS', 'p p: interaction', 'bottom baryon: hadronic decay', 'track data analysis: vertex', 'experimental results', 'CERN LHC Coll', 'Xi/b0* --> Xi/b- pi+', 'Xi/b- --> J/psi(3100) Xi-', 'Xi- --> Lambda pi-', '7000 GeV-cms']",10.1103/PhysRevLett.108.252002,
12,BPH-11-020,Search for $ \mathrm{ B^0_s } \to \mu^+ \mu^-$ and $ \mathrm{B}^0 \to \mu^+ \mu^-$ decays,JHEP 04 (2012) 033,2012-03-19,BPH,B Physics and Quarkonia,1094164,"A search for the rare decays B_s to mu+ mu- and B^0 to mu^+ mu^- is performed in pp collisions at sqrt(s) = 7 TeV, with a data sample corresponding to an integrated luminosity of 5 inverse femtobarns collected by the CMS experiment at the LHC. In both decays, the number of events observed after all selection requirements is consistent with the expectation from background plus standard model signal predictions. The resulting upper limits on the branching fractions are Br(B_s to mu^+ mu^-) < 7.7E-9 and Br(B^0 to mu^+ mu^-) < 1.8E-9 at 95% confidence level.","['p p: scattering', 'CERN LHC Coll', 'B0: rare decay', 'CMS', 'B/s0: rare decay', 'B0: leptonic decay', 'B/s0: leptonic decay', 'dimuon: mass spectrum', 'B0: branching ratio: upper limit', 'B/s0: branching ratio: upper limit', 'experimental results', 'B0 --> muon+ muon-', '7000 GeV-cms']",10.1007/JHEP04(2012)033,"['Particle physics', 'Physics', 'Nuclear physics']"
11,BPH-10-015,"Measurement of the cross section for production of b b-bar X, decaying to muons in pp collisions at $\sqrt{s}$ = 7 TeV",JHEP 06 (2012) 110,2012-03-15,BPH,B Physics and Quarkonia,1093951,"A measurement of the inclusive cross section for the process pp to b b-bar X to muon muon X' at sqrt(s) = 7 TeV is presented, based on a data sample corresponding to an integrated luminosity of 27.9 inverse picobarns collected by the CMS experiment at the LHC. By selecting pairs of muons each with pseudorapidity abs(eta)<2.1, the value of the cross section for pp to b b-bar X to muon muon X' is found to be 26.4 +/- 0.1 (stat.) +/- 2.4 (syst.) +/- 1.1 (lumi.) nb is obtained for muons with transverse momentum greater than 4 GeV, and 5.12 +/- 0.03 (stat.) +/- 0.48 (syst.) +/- 0.20 (lumi.) nb for transverse momenta greater than 6 GeV. These results are compared to QCD predictions at leading and next-to-leading orders.","['higher-order: 1', 'p p: inclusive reaction', 'muon: transverse momentum', 'quantum chromodynamics', 'CERN LHC Coll', 'muon: rapidity', 'CMS', 'bottom: pair production', 'bottom: decay modes', 'dimuon: final state', 'channel cross section: measured', 'experimental results', '7000 GeV-cms']",10.1007/JHEP06(2012)110,"['Rapidity', 'Particle physics', 'Quantum chromodynamics', 'Physics', 'Nuclear physics', 'Luminosity (scattering theory)', 'Annihilation', 'Muon', 'Pseudorapidity', 'Cross section (physics)', 'Large Hadron Collider']"
10,BPH-11-022,Inclusive b-jet production in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 04 (2012) 084,2012-02-21,BPH,B Physics and Quarkonia,1089835,"The inclusive b-jet production cross section in pp collisions at a center-of-mass energy of 7 TeV is measured using data collected by the CMS experiment at the LHC. The cross section is presented as a function of the jet transverse momentum in the range 18 < pT < 200 GeV for several rapidity intervals. The results are also given as the ratio of the b-jet production cross section to the inclusive jet production cross section. The measurement is performed with two different analyses, which differ in their trigger selection and b-jet identification: a jet analysis that selects events with a b jet using a sample corresponding to an integrated luminosity of 34 inverse picobarns, and a muon analysis requiring a b jet with a muon based on an integrated luminosity of 3 inverse picobarns. In both approaches the b jets are identified by requiring a secondary vertex. The results from the two methods are in agreement with each other and with next-to-leading order calculations, as well as with predictions based on the PYTHIA event generator.","['bottom: inclusive production', 'p p: scattering', 'jet: transverse momentum', 'Monte Carlo', 'PYTHIA', 'CMS', 'jet: hadroproduction', 'differential cross section: transverse momentum: measured', 'rapidity dependence', 'cross section: ratio', 'bottom: particle identification', 'muon: final state', 'experimental results', 'CERN LHC Coll', '7000 GeV-cms']",10.1007/JHEP04(2012)084,"['Rapidity', 'Particle physics', 'Physics', 'Nuclear physics', 'Monte Carlo method', 'Muon', 'Inverse', 'Event generator', 'HERA', 'Transverse momentum', 'Large Hadron Collider']"
9,BPH-10-014,J/$\psi$ and $\psi (2S) $ production in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 02 (2012) 011,2011-11-08,BPH,B Physics and Quarkonia,944755,"A measurement of the J/psi and psi(2S) production cross sections in pp collisions at sqrt(s)=7 TeV with the CMS experiment at the LHC is presented. The data sample corresponds to an integrated luminosity of 37 inverse picobarns. Using a fit to the invariant mass and decay length distributions, production cross sections have been measured separately for prompt and non-prompt charmonium states, as a function of the meson transverse momentum in several rapidity ranges. In addition, cross sections restricted to the acceptance of the CMS detector are given, which are not affected by the polarization of the charmonium states. The ratio of the differential production cross sections of the two states, where systematic uncertainties largely cancel, is also determined. The branching fraction of the inclusive B to psi(2S) X decay is extracted from the ratio of the non-prompt cross sections to be: BR(B to psi(2S) X) = (3.08 +/- 0.12(stat.+syst.) +/- 0.13(theor.) +/- 0.42(BR[PDG])) 10^-3","['p p: inclusive reaction', 'J/psi(3100): hadroproduction', 'psi(3685): hadroproduction', 'psi mesons: leptonic decay', 'dimuon: mass spectrum', 'charmonium: direct production', 'B: hadronic decay', 'B: branching ratio', 'differential cross section: measured', 'transverse momentum dependence', 'rapidity dependence', 'differential cross section: ratio', 'polarization', 'acceptance', 'efficiency', 'experimental results', 'CMS', 'CERN LHC Coll', 'p p --> J/psi(3100) anything', 'p p --> psi(3685) anything', 'psi mesons --> muon+ muon-', 'B --> psi(3685) anything', '7000 GeV-cms']",10.1007/JHEP02(2012)011,"['Polarization (waves)', 'Rapidity', 'Particle physics', 'Physics', 'Invariant mass', 'Nuclear physics', 'Meson', 'Inverse', 'Decay length', 'Branching fraction', 'Large Hadron Collider']"
8,BPH-11-002,Search for $ \mathrm{ B^{0}_{s} } \to \mu^{+}\mu^{-}$ and $ \mathrm{B}^{0} \to \mu^{+}\mu^{-}$ decays in pp collisions at $\sqrt{s}$ = 7 TeV,PRL 107 (2011) 191802,2011-08-01,BPH,B Physics and Quarkonia,921468,"A search for the rare decays B(s) to dimuons and B0 to dimuons is performed in pp collisions at sqrt(s)=7 TeV, with a data sample corresponding to an integrated luminosity of 1.14 inverse femtobarns, collected by the CMS experiment at the LHC. In both cases, the number of events observed after all selection requirements is consistent with expectations from background and standard-model signal predictions. The resulting upper limits on the branching fractions are B(B(s) to mu^+ mu^-) < 1.9 10^-8 and B(B0 to mu^+ mu^-) < 4.6 10^-9, at 95% confidence level.","['B/s0: rare decay', 'B0: rare decay', 'muon: pair production', 'B/s0: branching ratio: upper limit', 'B0: branching ratio: upper limit', 'CMS', 'p p: interaction', 'dimuon: mass spectrum', 'experimental results', 'CERN LHC Coll', 'B/s0 --> muon+ muon-', 'B0 --> muon+ muon-', '7000 GeV-cms']",10.1103/PhysRevLett.107.191802,
7,BPH-10-013,Measurement of the $ \mathrm{B_{s}^{0} } $ Production Cross Section with $ \mathrm{ B_{s}^{0} \to J/\psi\phi } $ Decays in pp Collisions at $\sqrt{s}$ = 7 TeV,PRD 84 (2011) 052008,2011-06-22,BPH,B Physics and Quarkonia,914325,"The B^0_s differential production cross section is measured as functions of the transverse momentum and rapidity in pp collisions at sqrt(s) = 7 TeV, using the J/Psi phi decay, and compared with predictions based on perturbative QCD calculations at next-to-leading order. The data sample, collected by the CMS experiment at the LHC, corresponds to an integrated luminosity of 40 inverse picobarns. The B^0_s is reconstructed from the decays J/Psi to an oppositely charged muon pair and phi to K+ K-. The integrated B^0_s cross section times B^0_s to J/Psi phi branching fraction in the range 8 < pt(B) < 50 GeV/c and |y(b)| < 2.4 is measured to be 6.9 +/- 0.6 +/- 0.6 nb, where the first uncertainty is statistical and the second is systematic.","['B/s0: hadroproduction', 'p p: interaction', 'B/s0: hadronic decay', 'J/psi(3100): leptonic decay', 'Phi(1020): hadronic decay', 'differential cross section: transverse momentum', 'rapidity dependence', 'quantum chromodynamics: perturbation theory', 'higher-order: 1', 'channel cross section: branching ratio: measured', 'CERN LHC Coll', 'experimental results', 'CMS', 'B/s0 --> J/psi(3100) Phi(1020)', 'J/psi(3100) --> muon+ muon-', 'Phi(1020) --> K+ K-', '7000 GeV-cms']",10.1103/PhysRevD.84.052008,"['Rapidity', 'Particle physics', 'Physics', 'Nuclear physics', 'Luminosity (scattering theory)', 'Muon', 'Inverse', 'Perturbative QCD', 'Branching fraction', 'Cross section (physics)', 'Large Hadron Collider']"
6,BPH-10-005,Measurement of the B$^{0}$ Production Cross Section in pp Collisions at $\sqrt{s}$ = 7 TeV,PRL 106 (2011) 252001,2011-04-15,BPH,B Physics and Quarkonia,896211,"Measurements of the differential production cross sections in transverse momentum and rapidity for B0 mesons produced in pp collisions at sqrt(s) = 7 TeV are presented. The dataset used was collected by the CMS experiment at the LHC and corresponds to an integrated luminosity of 40 inverse picobarns. The production cross section is measured from B0 meson decays reconstructed in the exclusive final state J/Psi K-short, with the subsequent decays J/Psi to mu^+ mu^- and K-short to pi^+ pi^-. The total cross section for pt(B0) > 5 GeV and y(B0) < 2.2 is measured to be 33.2 +/- 2.5 +/- 3.5 microbarns, where the first uncertainty is statistical and the second is systematic.","['B0: hadroproduction', 'differential cross section: measured', 'B0: hadronic decay', 'J/psi(3100): leptonic decay', 'CERN LHC Coll', 'CMS', 'p p: inclusive reaction', 'transverse momentum dependence', 'rapidity dependence', 'channel cross section', 'experimental results', 'B0 --> J/psi(3100) K0(S)', 'J/psi(3100) --> muon+ muon-', 'K0(S) --> pi+ pi-', '7000 GeV-cms']",10.1103/PhysRevLett.106.252001,
5,BPH-10-010,Measurement of $ \mathrm{ B \overline{B} } $ angular correlations based on secondary vertex reconstruction at $\sqrt{s}$ = 7 TeV,JHEP 03 (2011) 136,2011-02-15,BPH,B Physics and Quarkonia,889807,"A measurement of the angular correlations between beauty and anti-beauty hadrons (B B-bar) produced in pp collisions at a centre-of-mass energy of 7 TeV at the CERN LHC is presented, probing for the first time the region of small angular separation. The B hadrons are identified by the presence of displaced secondary vertices from their decays. The B hadron angular separation is reconstructed from the decay vertices and the primary-interaction vertex. The differential B B-bar production cross section, measured from a data sample collected by CMS and corresponding to an integrated luminosity of 3.1 inverse picobarns, shows that a sizable fraction of the B B-bar pairs are produced with small opening angles. These studies provide a test of QCD and further insight into the dynamics of b b-bar production.","['B anti-B: angular correlation: measured', 'bottom: pair production', 'quantum chromodynamics', 'CERN LHC Coll', 'CMS']",10.1007/JHEP03(2011)136,"['Particle physics', 'Quantum chromodynamics', 'Vertex (geometry)', 'Physics', 'Angular distance', 'Nuclear physics', 'Hadron', 'Inverse', 'Large Hadron Collider']"
4,BPH-10-007,Inclusive b-hadron production cross section with muons in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 03 (2011) 090,2011-01-18,BPH,B Physics and Quarkonia,884811,"A measurement of the b-hadron production cross section in proton-proton collisions at sqrt(s)=7 TeV is presented. The dataset, corresponding to 85 inverse nanobarns, was recorded with the CMS experiment at the LHC using a low-threshold single-muon trigger. Events are selected by the presence of a muon with transverse momentum greater than 6 GeV with respect to the beam direction and pseudorapidity less than 2.1. The transverse momentum of the muon with respect to the closest jet discriminates events containing b hadrons from background. The inclusive b-hadron production cross section is presented as a function of muon transverse momentum and pseudorapidity. The measured total cross section in the kinematic acceptance is sigma(pp to b+X to mu + X') =1.32 +/- 0.01 (stat) +/- 0.30 (syst) +/- 0.15 (lumi) microbarns.","['muon: transverse momentum', 'bottom: hadroproduction', 'channel cross section: measured', 'CERN LHC Coll', 'muon: trigger', 'CMS', 'p p: inclusive reaction', 'bottom: semileptonic decay', 'differential cross section: transverse momentum', 'differential cross section: rapidity dependence', 'experimental results', 'p p --> bottom anything', '7000 GeV-cms']",10.1007/JHEP03(2011)090,"['Particle physics', 'Physics', 'Nuclear physics', 'Jet (particle physics)', 'Hadron', 'Muon', 'Sigma', 'Production (computer science)', 'Pseudorapidity', 'Cross section (physics)', 'Large Hadron Collider']"
